"","UserID","Age","Gender","Country","Device","GameGenre","SessionCount","AverageSessionLength","SpendingSegment","InAppPurchaseAmount","FirstPurchaseDaysAfterInstall","PaymentMethod","LastPurchaseDate","RecencyDays","TotalPlaytime","LogSpend","IsPayer"
"31","1afae40f-9b90-4710-a024-13d1d2b4266e",32,"Male","France","Android","Action RPG",12,14.9,"Minnow",19.04,17,"Debit Card",2025-05-22,83,178.8,2.99773027621666,1
"32","2868c7dc-a4bc-4143-8256-334e29ec7458",54,"Female","USA","Android","Sandbox",13,21.86,"Minnow",0,NA,"No Purchase",NA,NA,284.18,0,0
"33","8b27e55c-6841-4e55-ad1d-a953319e7839",34,"Female","Unknown","Android","Card",11,17.72,"Minnow",9.63,26,"Google Pay",2025-04-27,108,194.92,2.36368019235386,1
"34","51632073-5433-48ef-a95f-a519029bb068",30,"Female","UK","Android","Casual",10,17.36,"Minnow",1.52,1,"Gift Card",2025-07-29,15,173.6,0.924258901523332,1
"35","caddf020-37f9-42c6-b9d3-cf256901e2a9",31,"Female","Netherlands","Android","Adventure",15,21.2,"Minnow",12.55,28,"Gift Card",2025-06-05,69,318,2.60638654732571,1
"36","3d303a23-7484-45ec-ac02-e7e533b6b1f3",43,"Male","Canada","iOS","Simulation",9,33.73,"Minnow",16.97,12,"Paypal",2025-02-27,167,303.57,2.88870370079547,1
"37","c6301a66-20d3-4bd7-9ba5-664de4f1814b",49,"Male","South Korea","iOS","Card",11,26.68,"Minnow",10.93,24,"Apple Pay",2025-03-16,150,293.48,2.47905623610982,1
"38","9df52d99-a9d8-45d4-804d-d0288f9c88f2",54,"Male","Norway","Android","Sports",9,23.08,"Minnow",13.62,7,"Credit Card",2025-01-15,210,207.72,2.68239045432163,1
"39","078c53b3-d2f8-4587-a779-d66661ed6351",38,"Male","Norway","iOS","Adventure",9,17.67,"Minnow",5.88,19,"Credit Card",2025-08-12,1,159.03,1.92861865194525,1
"40","609ec77e-7c64-4486-a77d-da39f5e21576",17,"Male","Saudi Arabia","Android","Sandbox",8,29.44,"Dolphin",276.54,11,"Credit Card",2025-01-28,197,235.52,5.62596506694286,1
"41","b6208d5f-f05f-4b64-a9be-f0e3262c3952",19,"Female","Unknown","Android","MMORPG",12,19.36,"Minnow",18.17,18,"Google Pay",2025-05-03,102,232.32,2.95334655705755,1
"42","cb88b1cf-7ccc-4c4f-98b6-d6906c1bbb20",38,"Male","Mexico","iOS","Role Playing",7,15.38,"Minnow",11.4,19,"Carrier Billing",2025-07-11,33,107.66,2.51769647261099,1
"43","05ef5257-cb10-41a7-93be-616389d660f2",34,"Male","Australia","iOS","Puzzle",14,14.21,"Minnow",4.94,13,"Gift Card",2025-06-04,70,198.94,1.78170913337455,1
"44","daa87ce2-9524-437b-96f5-d862e44ba2a6",20,"Female","Egypt","iOS","Adventure",12,13.56,"Minnow",0,NA,"No Purchase",NA,NA,162.72,0,0
"45","2059ae35-b1ea-4c2a-bbce-b89233c30938",32,"Female","India","Android","Sports",11,6.96,"Minnow",0.52,3,"Debit Card",2025-04-10,125,76.56,0.418710334858185,1
"46","11826044-01a7-4201-af8a-5a93cc6a9b38",16,"Female","Spain","Android","Role Playing",7,23.56,"Minnow",7.27,17,"Gift Card",2025-05-28,77,164.92,2.1126345090356,1
"47","69f06b32-f62f-4cf8-b5f2-c33c16ec646c",36,"Male","UK","Android","Action RPG",3,18.42,"Minnow",11.75,2,"Apple Pay",2025-04-22,113,55.26,2.54553127160444,1
"48","533679ef-f6a5-450d-858b-92a7a2e10de4",48,"Female","France","Android","Racing",13,31.13,"Minnow",12.61,22,"Paypal",2025-08-09,4,404.69,2.61080481666337,1
"49","5e12bef2-00c7-4634-b3b2-b0926e9cb9fc",35,"Male","Brazil","Android","Fighting",12,21.19,"Dolphin",337.3,5,"Gift Card",2025-04-30,105,254.28,5.82393307578666,1
"50","f60f1c9a-d523-4648-a09c-7928e79fb2be",50,"Male","UK","iOS","Strategy",9,23.2,"Minnow",17.37,3,"Debit Card",2025-03-06,160,208.8,2.91071889922703,1
"51","9c3598c6-6cd4-4da2-81ed-a8053987aa80",33,"Female","Japan","Android","Fighting",12,26.08,"Minnow",0,NA,"No Purchase",NA,NA,312.96,0,0
"52","e29badd2-8522-4287-bd03-a80fe9b71548",44,"Female","Canada","iOS","Simulation",13,14.46,"Minnow",17.18,14,"Credit Card",2025-06-01,73,187.98,2.90032208874933,1
"53","2f9b59a8-8fa4-48cf-abec-3f3dd76aaf86",36,"Female","Switzerland","iOS","Casual",7,20.17,"Minnow",16.9,5,"Paypal",2025-03-23,143,141.19,2.88480071284671,1
"54","536b79a9-29ac-4636-ae84-f4caff4b4ba0",29,"Male","USA","Android","Action RPG",6,23.27,"Minnow",13.01,26,"Debit Card",2025-02-14,180,139.62,2.63977136034892,1
"55","d7b8a563-a467-4b0a-ad49-476e778e2417",25,"Female","Sweden","Android","Action RPG",15,20.96,"Minnow",4.6,13,"Carrier Billing",2025-06-08,66,314.4,1.7227665977411,1
"56","3941a6e4-c925-4016-9701-99dacd2b8c81",52,"Male","Bangladesh","iOS","Simulation",8,25.58,"Minnow",18.21,2,"Gift Card",2025-02-03,191,204.64,2.95543097678047,1
"57","b5084cbd-e884-4626-987a-91b4d1506d0d",18,"Male","Spain","Android","Strategy",9,26.58,"Minnow",19.18,14,"Apple Pay",2025-04-06,129,239.22,3.00469201492546,1
"58","26cead3d-1110-410d-ab56-6e4c54c2d268",18,"Male","Japan","Android","Simulation",9,32.83,"Minnow",8.97,4,"Carrier Billing",2025-07-10,34,295.47,2.29958058397375,1
"59","dc8284d9-82a4-46b2-b871-50348b048411",17,"Female","India","Android","Racing",11,28.92,"Dolphin",133.39,26,"Debit Card",2025-05-27,78,318.12,4.90074602055897,1
"60","b5c61dc0-138d-4d49-ae4a-c4ca75787cb2",49,"Male","Afghanistan","Android","Strategy",9,21.42,"Whale",4964.45,11,"Credit Card",2025-01-28,197,192.78,8.51025920681331,1
"61","831776e9-a34f-4ea7-a68c-d453907cc5f2",40,"Female","Japan","iOS","Card",13,8.23,"Dolphin",429.29,28,"Carrier Billing",2025-03-31,135,106.99,6.06445939997423,1
"62","402ee755-ca98-477f-8c8d-a54fc4fa9c29",26,"Male","Australia","iOS","Adventure",12,33.21,"Minnow",19.91,21,"Credit Card",2025-06-05,69,398.52,3.04022751344054,1
"63","b8515403-f053-45b6-9855-735e939cbaaa",50,"Male","UK","Android","Simulation",4,17.31,"Minnow",12.16,17,"Apple Pay",2025-06-21,53,69.24,2.57718192589717,1
"64","75c92497-1ce3-4fff-8390-7fd40ccdcdc0",47,"Male","Canada","Android","Card",12,13.71,"Minnow",3.44,0,"Apple Pay",2025-03-04,162,164.52,1.49065437644413,1
"65","f995f3e3-ffc4-4eed-abd3-c23ca495f86a",44,"Male","Norway","iOS","Sandbox",8,12.87,"Minnow",1.59,28,"Credit Card",2025-07-09,35,102.96,0.951657875711446,1
"66","4b416d1d-bd9e-4bfc-b4c9-0597a983fffd",13,"Male","Australia","iOS","Action RPG",14,22.34,"Minnow",15.76,14,"Apple Pay",2025-06-27,47,312.76,2.81899509505394,1
"67","bb33b2f4-a9f7-49f0-893a-1e37582656d8",33,"Male","Saudi Arabia","Android","Racing",11,12.12,"Minnow",4.9,29,"Debit Card",2025-03-30,136,133.32,1.77495235091167,1
"68","6dcd7ef4-f90d-4745-b0d7-514c8d318ee6",24,"Female","Bangladesh","iOS","Sports",6,18.87,"Minnow",17.6,8,"Google Pay",2025-04-02,133,113.22,2.92316158071916,1
"69","c89433ee-4f4f-42f3-98e6-8ffa5c82a199",29,"Female","Denmark","Android","Sandbox",16,14.39,"Minnow",11.38,23,"Google Pay",2025-07-04,40,230.24,2.51608226725645,1
"70","a6164e91-512e-4fb3-9fd7-e1b81ab01306",52,"Male","Turkey","Android","Battle Royale",10,24.81,"Minnow",0.73,2,"Google Pay",2025-07-03,41,248.1,0.548121408509688,1
"71","bbe10e54-9d0f-4ded-b144-9540adaa29ae",38,"Female","Egypt","iOS","MMORPG",13,17.4,"Dolphin",180.67,23,"Apple Pay",2025-05-15,90,226.2,5.20219185445065,1
"72","f3b619e3-454a-4afa-8727-eb260a7cf161",26,"Male","Afghanistan","Android","Puzzle",11,30.63,"Minnow",7.62,2,"Google Pay",2025-07-26,18,336.93,2.1540850846756,1
"73","a8eb7f0a-2b5b-4e33-b735-bdbcd167e6c9",50,"Female","Russia","iOS","MMORPG",16,10.29,"Minnow",14.15,2,"Apple Pay",2025-06-09,65,164.64,2.71800053195538,1
"74","491dd37f-368b-4170-a53e-bb50bd2cf501",42,"Female","France","Android","Racing",6,26.73,"Minnow",17.1,25,"Google Pay",2025-02-25,169,160.38,2.89591193827178,1
"75","a2cff92e-52de-4e63-8318-4dfb42c4a445",20,"Male","Australia","Android","MOBA",9,22.2,"Dolphin",171,7,"Credit Card",2025-04-06,129,199.8,5.14749447681345,1
"76","5de124a0-1cb3-4486-87cb-9699cda32a6c",19,"Male","Brazil","Android","Strategy",4,9.55,"Minnow",7.57,24,"Carrier Billing",2025-07-25,19,38.2,2.14826773260969,1
"77","8bfa625a-9651-4818-a1a2-e1cc6985f12c",31,"Female","India","iOS","Role Playing",17,8.56,"Minnow",1.3,1,"Debit Card",2025-06-08,66,145.52,0.832909122935104,1
"78","a125ceb7-abc0-4e40-a418-2023a5c38edb",30,"Male","USA","Android","Casual",11,16.27,"Minnow",19.95,18,"Debit Card",2025-03-02,164,178.97,3.04213864636815,1
"79","d88da455-eacb-4fc0-b7d8-9ee22f1c0ffa",18,"Male","Saudi Arabia","Android","Fighting",6,34.42,"Minnow",0,NA,"No Purchase",NA,NA,206.52,0,0
"80","47b6299d-8f0e-4cb3-8275-f8bc157318c8",21,"Male","Canada","Android","Card",12,25.93,"Minnow",10.68,2,"Debit Card",2025-07-01,43,311.16,2.45787797740008,1
"81","9e57ae3d-1a32-4913-b522-8b576f672731",37,"Other","Mexico","iOS","Racing",9,31.6,"Minnow",2.07,25,"Google Pay",2025-08-10,3,284.4,1.12167756159911,1
"82","55b14ef0-9383-48b5-9e88-b5814331b23d",33,"Female","UK","iOS","Puzzle",12,24.44,"Minnow",0,NA,"No Purchase",NA,NA,293.28,0,0
"83","3e38f13d-0869-44c3-aec1-f204f7a370ef",33,"Male","Turkey","Android","Battle Royale",11,11.48,"Minnow",17.44,12,"Debit Card",2025-01-04,221,126.28,2.91452221812845,1
"84","5f20a679-6f98-4bbd-b463-819edc54b2b9",28,"Male","Netherlands","Android","Unknown",9,14.12,"Dolphin",321.93,0,"Debit Card",2025-07-14,30,127.08,5.77743558146961,1
"85","523abcfa-4d38-4a89-b5f5-ce5e4f215fcf",33,"Male","Bangladesh","iOS","MMORPG",9,15.1,"Minnow",9.37,11,"Credit Card",2025-08-09,4,135.9,2.33891702224144,1
"86","bb8e3213-005c-4565-81a3-27fdbf103c57",39,"Male","Japan","Android","MOBA",14,17.34,"Minnow",1.24,8,"Debit Card",2025-07-13,31,242.76,0.806475865866949,1
"87","d5913936-3c9e-4b38-96ed-6d151d5f3e95",51,"Male","Switzerland","iOS","MMORPG",11,10.41,"Minnow",7.13,27,"Gift Card",2025-02-15,179,114.51,2.09556092355972,1
"88","6c2a5488-7147-4d3b-b05d-73991b8c8730",51,"Male","Turkey","Android","Sports",12,9.58,"Whale",2115.84,15,"Paypal",2025-07-05,39,114.96,7.65767968962962,1
"89","cd5a9e40-7add-48fb-8adf-99796d5072fb",50,"Male","Denmark","iOS","Puzzle",9,15.95,"Dolphin",147.28,29,"Apple Pay",2025-03-15,151,143.55,4.99910237828253,1
"90","f8f073c4-5291-4675-a58f-d178815d0d96",22,"Male","Egypt","Android","Card",6,18.41,"Minnow",9.4,14,"Google Pay",2025-02-18,176,110.46,2.34180580614733,1
"91","713e8104-54bd-470c-a778-3fbc4a9290a0",24,"Male","Spain","Android","Role Playing",12,8.75,"Minnow",13.22,7,"Credit Card",2025-04-21,114,105,2.65464942437509,1
"92","e679e2e0-b0b0-4522-96d0-504f0e7cbf06",25,"Female","Germany","Android","Puzzle",10,29.58,"Minnow",5.67,8,"Debit Card",2025-07-16,28,295.8,1.89761985992753,1
"93","80c3199d-e975-4ccd-85ef-13c59aa1f805",28,"Male","Turkey","iOS","Fighting",7,26.81,"Minnow",5.59,4,"Credit Card",2025-07-08,36,187.67,1.88555334851442,1
"94","9d7e9a20-197d-4104-9886-808d8b9afe03",23,"Female","Switzerland","Android","Sports",8,34.86,"Minnow",12.58,25,"Credit Card",2025-01-09,216,278.88,2.60859812213055,1
"95","a6eccba4-c776-4d6d-97b0-facfb3198010",39,"Female","Iran","Android","Action RPG",12,12.04,"Minnow",11.66,20,"Debit Card",2025-01-10,215,144.48,2.53844741671603,1
"96","e02f17d6-dec7-440c-ad82-3c5b78120050",20,"Female","India","iOS","Adventure",12,27.15,"Minnow",19.56,26,"Gift Card",2025-03-16,150,325.8,3.02334744058696,1
"97","96719446-f2bc-47cf-83e5-3f74da1ea9e4",36,"Male","UK","Android","MOBA",11,27.16,"Minnow",11.14,27,"Credit Card",2025-04-19,116,298.76,2.49650578563135,1
"98","f5bcac4c-23dc-41aa-86f8-6a7e62262f89",28,"Female","South Korea","Android","Battle Royale",6,21.63,"Minnow",2.9,26,"Paypal",2025-03-21,145,129.78,1.3609765531356,1
"99","ba8e2c67-c8d7-4eea-9140-de8b5a8c7408",53,"Male","Iran","iOS","Sandbox",17,15.09,"Minnow",16.22,2,"Apple Pay",2025-05-28,77,256.53,2.84607149899958,1
"100","24cbe32b-e245-4402-a633-a4bb912b6c53",26,"Female","Iran","Android","Battle Royale",8,13.3,"Minnow",14.73,25,"Google Pay",2025-07-12,32,106.4,2.75556971707019,1
"101","7274e19d-b3cc-4e0c-9260-4fd47a7355f0",17,"Female","Italy","Android","Action RPG",12,27.07,"Minnow",10.27,20,"Credit Card",2025-05-12,93,324.84,2.42214432805168,1
"102","f0606a81-b49e-42ec-8439-5a2c8537ba31",13,"Male","Netherlands","Android","MOBA",7,10.12,"Dolphin",60.34,20,"Gift Card",2025-06-14,60,70.84,4.11643215868611,1
"103","1a1197fb-e7c7-498f-8f62-740898e0ad28",38,"Male","Bangladesh","iOS","Racing",6,25.83,"Minnow",13.11,17,"Google Pay",2025-06-15,59,154.98,2.64688376586472,1
"104","36fffb0c-b111-40a3-9d01-b960914e05c3",49,"Male","China","Android","Simulation",18,11.26,"Minnow",6.77,10,"Paypal",2025-07-11,33,202.68,2.05027016437956,1
"105","2712e660-4d07-4b97-ae2f-f260de26762f",49,"Male","Netherlands","Android","Sandbox",8,22.75,"Minnow",12.28,27,"Gift Card",2025-06-24,50,182,2.58625914404829,1
"106","5f40e5c4-5bdf-49cd-a1c5-0db095391e26",29,"Female","Unknown","Android","Fighting",8,29.78,"Minnow",12.59,1,"Credit Card",2025-04-04,131,238.24,2.60933422816305,1
"107","a1569884-f0ba-4715-9625-79bd34e31a29",33,"Male","Saudi Arabia","Android","Sports",7,21.41,"Minnow",7.33,19,"Apple Pay",2025-01-13,212,149.87,2.11986345617875,1
"108","1bd97852-263c-43ed-afbd-515619bb6713",27,"Male","Spain","iOS","Casual",8,20.36,"Minnow",15.85,12,"Google Pay",2025-08-09,4,162.88,2.82435065679837,1
"109","44f04607-d70e-43e7-9946-cfccd2c506ff",26,"Male","Spain","Android","Action RPG",8,28.72,"Minnow",19.13,0,"Gift Card",2025-01-26,199,229.76,3.0022112396517,1
"110","6a3e7755-15d2-4261-b6b9-2040975ba87c",24,"Female","UK","iOS","Role Playing",9,30.91,"Minnow",4.91,19,"Apple Pay",2025-01-19,206,278.19,1.77664583141801,1
"111","765f67bd-0006-4e9a-b3b1-d017e9e42fa3",22,"Female","Brazil","iOS","Card",13,16.29,"Dolphin",312.71,2,"Google Pay",2025-07-15,29,211.77,5.74846899227861,1
"112","65c9070d-a1dc-46a1-8041-f1ff52f0b476",44,"Female","South Korea","iOS","MOBA",7,17.22,"Minnow",15.49,2,"Carrier Billing",2025-04-18,117,120.54,2.80275413657151,1
"113","63c439e3-2274-4107-9dc5-e93cd5325423",24,"Female","Australia","Android","Simulation",12,28.59,"Minnow",10.65,22,"Carrier Billing",2025-02-23,171,343.08,2.45530618001171,1
"114","ea67c7b3-f672-4d1f-a87c-b6ad687805d7",52,"Male","Mexico","iOS","MOBA",13,12.44,"Minnow",0,NA,"No Purchase",NA,NA,161.72,0,0
"115","8840c167-29ab-4573-ba75-be52c1b9e508",20,"Male","Afghanistan","Android","Fighting",10,17.25,"Minnow",13.65,30,"Debit Card",2025-08-07,6,172.5,2.68444033546308,1
"116","e9eadb83-df6f-4f35-a218-b11768a69681",40,"Male","Norway","iOS","Battle Royale",15,29,"Whale",3256.73,28,"Google Pay",2025-03-26,140,435,8.08878591279966,1
"117","1d725650-a2de-4bde-b2c1-0a2116831067",19,"Male","China","iOS","Casual",10,13.37,"Minnow",0.31,21,"Apple Pay",2025-06-13,61,133.7,0.27002713721306,1
"118","d4cb7f92-952d-4528-b4bb-96d4a9bd038a",37,"Male","Italy","Unknown","Strategy",9,8.16,"Minnow",0,NA,"No Purchase",NA,NA,73.44,0,0
"119","bdac696e-6890-437b-97cc-6979587048bd",36,"Male","Egypt","Android","MMORPG",6,8.03,"Dolphin",479.61,15,"Debit Card",2025-08-13,0,48.18,6.17505613041008,1
"120","3e5c7e39-a2e3-4e94-a2fb-210453694387",51,"Male","Germany","iOS","Sandbox",6,6.48,"Minnow",12.48,19,"Apple Pay",2025-06-21,53,38.88,2.60120710548416,1
"121","8bbdc323-6d6a-47f7-9ef9-0ed2d2d6cb0a",26,"Female","Italy","Android","Adventure",16,18.02,"Minnow",19.06,24,"Credit Card",2025-04-30,105,288.32,2.99872778253379,1
"122","a6fa3862-4789-466e-8f29-f08d754e9e8c",34,"Male","Spain","Android","Puzzle",11,23.75,"Minnow",9.64,4,"Carrier Billing",2025-02-28,166,261.25,2.3646204839135,1
"123","1f582143-b515-493b-86c9-8a36fedffabe",25,"Female","USA","Android","Puzzle",9,22.35,"Minnow",0,NA,"No Purchase",NA,NA,201.15,0,0
"124","40462d77-d324-497b-80f8-f94c9bcfb5ef",27,"Male","Bangladesh","iOS","Simulation",7,24.89,"Dolphin",237.35,25,"Google Pay",2025-07-25,19,174.23,5.47374018165084,1
"125","f952dd17-61b1-4f47-a01f-19e66d0b84dc",40,"Female","Sweden","iOS","Fighting",10,25.38,"Dolphin",0,NA,"No Purchase",NA,NA,253.8,0,0
"126","b896ef32-5e12-4eed-a8a3-b144188deb8f",42,"Unknown","China","Android","Casual",6,27.59,"Minnow",1.74,24,"Apple Pay",2025-07-25,19,165.54,1.00795792039998,1
"127","c1833346-8b2d-4775-bdb9-de5e417013e9",50,"Male","France","iOS","MOBA",13,13.64,"Minnow",6.44,12,"Google Pay",2025-06-07,67,177.32,2.006870848845,1
"128","92ef0133-13ca-4f43-bedb-bf91815bf36f",43,"Male","Sri Lanka","Android","Battle Royale",15,20.58,"Dolphin",165.58,19,"Gift Card",2025-06-19,55,308.7,5.11547567450719,1
"129","2da8404d-b63d-4c9c-a0f4-35aff413d004",26,"Male","India","Android","Role Playing",7,32.16,"Minnow",6.95,29,"Gift Card",2025-04-24,111,225.12,2.07317192866624,1
"130","b4ede4a8-eea4-4416-a89a-5a92a700a1f2",36,"Male","India","Android","Adventure",16,9.31,"Dolphin",310.59,1,"Debit Card",2025-05-05,100,148.96,5.74168822105543,1
"131","b23912e7-0c77-4bb1-a4c8-3c6937a6b24f",36,"Male","India","Android","Puzzle",13,33.31,"Minnow",6.01,0,"Debit Card",2025-04-10,125,433.03,1.9473377010465,1
"132","d6015577-c9c0-4570-af35-db924ca0bdc8",52,"Male","Spain","iOS","Simulation",6,27.62,"Minnow",5.85,20,"Debit Card",2025-02-21,173,165.72,1.92424865227413,1
"133","c97c7aeb-5d60-4f9c-9e55-cdce38c7e8e1",43,"Male","Mexico","iOS","Racing",8,22.52,"Minnow",0,NA,"No Purchase",NA,NA,180.16,0,0
"134","ed7b7b9c-22a6-4558-8f8a-8a4556b2e093",13,"Female","South Korea","iOS","Puzzle",12,28.12,"Minnow",15.72,23,"Debit Card",2025-07-19,25,337.44,2.81660560765656,1
"135","f7668438-a3c8-4a02-bd33-6840b93697de",18,"Female","Bangladesh","Android","Simulation",8,13.37,"Minnow",3.29,12,"Google Pay",2025-08-02,11,106.96,1.45628673293993,1
"136","247a935c-a5c4-46cb-aeaf-f553682d79a9",53,"Female","Spain","Android","Adventure",7,17.68,"Minnow",8.95,14,"Carrier Billing",2025-01-04,221,123.76,2.2975725511705,1
"137","be14daac-e920-483b-9e35-cba65b3bfd92",46,"Female","India","Android","MOBA",6,27.58,"Minnow",9.28,22,"Google Pay",2025-02-18,176,165.48,2.33020026002702,1
"138","1c6b1ac6-1002-4b36-8fd5-1c10ae5b632c",23,"Female","Mexico","iOS","MOBA",14,8.36,"Minnow",13.2,9,"Credit Card",2025-02-17,177,117.04,2.65324196460721,1
"139","d1ff9108-e92c-44de-b5ea-c529d1783957",41,"Male","Mexico","Android","Card",8,27.81,"Dolphin",214.51,16,"Carrier Billing",2025-04-29,106,222.48,5.37300731217948,1
"140","b4bc9ecf-7216-4ca9-bc91-5d590ddd1a9d",14,"Male","Canada","Android","Sandbox",11,15.93,"Minnow",3.73,10,"Debit Card",2025-06-11,63,175.23,1.55392520250384,1
"141","ed298fb4-3ea3-4c92-a538-7fe6fe7a7bb5",18,"Female","Iran","Android","Role Playing",9,34.04,"Minnow",10.51,17,"Debit Card",2025-05-03,102,306.36,2.44321622273379,1
